Barco/Marea/lance;Especie capturada;Especie descartada;Kg especie;Nº individuos;Media aritmética;Varianza muestral;Desv. Típica;Comprobación Nº ind.;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;81;83;86;88;89;92;96;113
SS_02_04;SBR;;1;1;48;#¡DIV/0!;#¡DIV/0!;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SS_02_04;BYS;;2;4;24.8;2.3;1.5;4;;;;;;;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SS_02_04;HKE;;3;3;68.3;20.3;4.5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;1;;;;;;;;;;;;;
SS_02_05;SBR;;18;14;46.2;20.2;4.5;14;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;2;1;1;;;1;;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SS_02_05;HKE;;18;12;65.5;12.5;3.5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;1;;3;1;;2;;1;;1;;;;;;;;;;;;;;
SS_02_06;SBR;;12;8;49.9;5.6;2.4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SS_02_06;HKE;;36;20;67.4;19.5;4.4;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;3;2;2;1;2;;1;1;1;2;2;;;;;;;;;;;;
SS_02_07;SBR;;40;28;46.5;22.2;4.7;28;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3;2;1;3;2;3;1;2;;1;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SS_02_08;SBR;;130;136;46.9;23.5;4.8;136;;;;;;;;;;;;;;;;;;;;;1;3;3;6;9;9;4;7;8;12;13;14;11;5;4;6;4;7;4;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SS_02_08;POL;;15;3;75.7;6.3;2.5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;;;;
SS_02_08;HKE;;3;2;68.5;12.5;3.5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;
